Molecule Name,exp_pEC50,category,CNNaffinity,CNNscore,minimizedAffinity,pred_pEC50_raw,n_hops
OCNT-1966030,4.06,train,,,,,
OCNT-1307805,2.79,train,,,,,
OCNT-2315270,5.05,train,,,,,
OADMET-0001046,4.23,train,,,,,
OCNT-2311951,4.95,train,,,,,
OCNT-2309883,1.75,train,,,,,
OADMET-0005628,5.27,train,,,,,
OADMET-0006050,5.18,train,,,,,
OCNT-2309689,4.63,train,,,,,
OCNT-0495281,4.34,train,,,,,
OADMET-0003598,1.78,train,,,,,
OCNT-2312669,4.92,train,,,,,
OCNT-2317082,1.74,train,,,,,
OADMET-0001720,3.44,train,,,,,
OCNT-0376702,3.95,train,,,,,
OADMET-0003757,3.98,train,,,,,
OCNT-2317766,5.07,train,,,,,
OADMET-0005969,4.57,train,,,,,
OADMET-0005763,4.21,train,,,,,
OADMET-0005185,4.5,train,,,,,
OADMET-0001104,3.73,train,,,,,
OADMET-0001812,3.33,train,,,,,
OADMET-0003625,6.21,train,,,,,
OADMET-0006085,5.28,train,,,,,
OADMET-0003617,4.92,train,,,,,
OADMET-0001438,1.67,train,,,,,
OADMET-0002784,5.35,train,,,,,
OADMET-0001826,3.42,train,,,,,
OCNT-2309825,4.68,train,,,,,
OCNT-1871129,2.07,train,,,,,
OADMET-0001001,2.92,train,,,,,
OADMET-0004855,4.97,train,,,,,
OADMET-0003474,5.89,train,,,,,
OCNT-0494638,3.47,train,,,,,
OCNT-2318682,5.27,train,,,,,
OADMET-0002077,2.06,train,,,,,
OCNT-0295375,4.39,train,,,,,
OADMET-0003212,5.98,train,,,,,
OADMET-0002983,4.95,train,,,,,
OCNT-2311515,5.7,train,,,,,
OCNT-2314329,5.6,train,,,,,
OADMET-0001819,3.8,train,,,,,
OADMET-0001170,3.24,train,,,,,
OADMET-0006579,5.15,phase1,7.67128801,0.913844466,-7.20421219,,
OADMET-0005520,4.29,train,,,,,
OADMET-0005270,4.28,train,,,,,
OCNT-2311684,5.09,train,,,,,
OADMET-0005262,4.24,train,,,,,
OADMET-0003122,5.37,train,,,,,
OCNT-2315815,4.3,train,,,,,
OCNT-2309389,4.67,train,,,,,
OCNT-0465190,4.38,train,,,,,
OADMET-0005335,4.35,train,,,,,
OCNT-0008042,2.55,train,,,,,
OCNT-2313209,4.51,train,,,,,
OCNT-2315359,4.84,train,,,,,
OADMET-0006407,,phase2,7.86328745,0.721600652,-7.59201241,2.185421652769488,2.0
OCNT-2315769,5.85,train,,,,,
OADMET-0001774,4.45,train,,,,,
OADMET-0001368,5.6,train,,,,,
OCNT-2312970,4.96,train,,,,,
OCNT-2328326,1.82,train,,,,,
OADMET-0005284,4.93,train,,,,,
OADMET-0001087,4.88,train,,,,,
OCNT-2313531,4.53,train,,,,,
OADMET-0002799,3.4,train,,,,,
OCNT-2315114,4.93,train,,,,,
OADMET-0005548,4.83,train,,,,,
OADMET-0006017,5.16,train,,,,,
OCNT-0343890,4.1,train,,,,,
OCNT-2315685,5.04,train,,,,,
OCNT-2308863,4.23,train,,,,,
OCNT-2317237,4.71,train,,,,,
OCNT-1307745,2.14,train,,,,,
OCNT-0335793,2.71,train,,,,,
OCNT-1307716,5.09,train,,,,,
OADMET-0001643,4.1,train,,,,,
OADMET-0005203,4.57,train,,,,,
OCNT-0367080,3.7,train,,,,,
OCNT-2316005,4.17,train,,,,,
OCNT-2317290,5.8,train,,,,,
OCNT-2312982,5.08,train,,,,,
OADMET-0002233,1.88,train,,,,,
OADMET-0005115,5.12,train,,,,,
OADMET-0006496,,phase2,8.56646729,0.881287754,-8.30053616,3.7224794521612687,6.0
OADMET-0003729,2.93,train,,,,,
OCNT-2314892,4.75,train,,,,,
OCNT-1965958,3.1,train,,,,,
OADMET-0005227,4.63,train,,,,,
OCNT-2328440,2.68,train,,,,,
OCNT-2311393,5.925000000000001,train,7.74929667,0.741180956,-9.19693184,,
OADMET-0006227,3.795,phase1,7.34856653,0.79392612,-8.64098358,,
OCNT-2318240,5.23,train,,,,,
OADMET-0003356,5.45,train,,,,,
OADMET-0004945,5.51,train,,,,,
OCNT-2311726,5.22,train,,,,,
OADMET-0005475,4.85,train,,,,,
OCNT-0684164,5.03,train,,,,,
OADMET-0002645,5.67,train,,,,,
OADMET-0006002,4.61,train,,,,,
OADMET-0001317,3.25,train,,,,,
OCNT-0320074,4.11,train,,,,,
OCNT-2314959,5.67,train,,,,,
OADMET-0006174,,phase2,7.6897068,0.632293522,-7.96478653,9.947680893782564,3.0
OCNT-2309019,5.14,train,,,,,
OCNT-1871059,1.94,train,,,,,
OADMET-0005302,4.96,train,,,,,
OADMET-0003710,4.4,train,,,,,
OADMET-0005784,4.84,train,,,,,
OADMET-0006404,5.465,phase1,8.10743332,0.738282859,-9.00805569,6.80396828393321,2.0
OADMET-0001536,4.82,train,,,,,
OADMET-0006443,4.6850000000000005,phase1,7.30309629,0.798231065,-8.09995556,,
OCNT-2314392,5.68,train,,,,,
OCNT-2314142,4.85,train,,,,,
OADMET-0006241,,phase2,7.64507294,0.692596734,-9.16709328,,
OADMET-0005870,4.88,train,,,,,
OCNT-1871115,3.95,train,,,,,
OCNT-0368968,3.78,train,,,,,
OADMET-0001024,4.24,train,,,,,
OADMET-0003073,3.14,train,,,,,
OADMET-0003689,3.95,train,,,,,
OADMET-0006568,5.105,phase1,7.90708399,0.665807188,-8.73231125,8.5882318851745,1.0
OCNT-0474559,4.34,train,,,,,
OCNT-2309824,2.06,train,,,,,
OADMET-0001722,3.87,train,,,,,
OCNT-0325501,2.28,train,,,,,
OADMET-0003525,5.42,train,,,,,
OADMET-0003258,6.105,train,,,,,
OADMET-0003353,5.64,train,,,,,
OADMET-0003419,5.68,train,,,,,
OCNT-0020440,4.78,train,,,,,
OADMET-0003098,5.14,train,,,,,
OADMET-0006345,,phase2,6.43908548,0.818140507,-8.41770458,,
OADMET-0001530,3.87,train,,,,,
OADMET-0002920,5.2,train,,,,,
OCNT-2308879,5.61,train,,,,,
OCNT-2315370,4.8,train,,,,,
OADMET-0002678,5.53,train,,,,,
OADMET-0001538,4.12,train,,,,,
OADMET-0001408,5.27,train,,,,,
OADMET-0006250,,phase2,7.21073151,0.643033862,-7.78914928,,
OADMET-0002832,5.38,train,,,,,
OCNT-1307772,4.62,train,,,,,
OADMET-0001736,3.05,train,,,,,
OCNT-2314441,5.39,train,,,,,
OCNT-2309367,4.97,train,,,,,
OCNT-2316795,5.12,train,,,,,
OADMET-0003110,5.45,train,,,,,
OADMET-0001579,2.77,train,,,,,
OCNT-0350342,2.36,train,,,,,
OADMET-0003496,5.77,train,,,,,
OADMET-0005296,4.43,train,,,,,
OADMET-0001157,3.15,train,,,,,
OCNT-2311107,5.795,train,,,,,
OCNT-1965881,4.57,train,,,,,
OADMET-0001572,2.37,train,,,,,
OADMET-0002007,4.83,train,,,,,
OADMET-0001347,4.64,train,,,,,
OCNT-2314783,4.61,train,,,,,
OCNT-2328904,6.22,train,,,,,
OCNT-2311178,4.91,train,,,,,
OCNT-0299420,4.25,train,,,,,
OADMET-0005977,5.36,train,,,,,
OADMET-0006476,,phase2,6.97641325,0.55421555,-6.49145222,,
OCNT-2328976,3.28,train,,,,,
OCNT-2312364,4.94,train,,,,,
OADMET-0005734,4.85,train,,,,,
OCNT-0361685,1.72,train,,,,,
OCNT-2318436,4.81,train,,,,,
OADMET-0003032,4.31,train,,,,,
OCNT-0468850,4.59,train,,,,,
OADMET-0005460,5.15,train,,,,,
OADMET-0003355,2.96,train,,,,,
OCNT-0363118,2.51,train,,,,,
OADMET-0002783,5.69,train,,,,,
OCNT-0013541,2.85,train,,,,,
OCNT-2313278,5.36,train,,,,,
OADMET-0005434,5.01,train,,,,,
OCNT-0022183,5.25,train,,,,,
OADMET-0003231,5.48,train,,,,,
OADMET-0001576,2.7,train,,,,,
OCNT-2314645,5.23,train,,,,,
OADMET-0005432,5.48,train,,,,,
OCNT-1307736,2.45,train,,,,,
OADMET-0004285,4.66,train,,,,,
OCNT-2308496,4.05,train,,,,,
OCNT-0313756,3.49,train,,,,,
OADMET-0006589,3.42,phase1,7.68804312,0.860943139,-7.32296324,,
OADMET-0002013,4.28,train,,,,,
OCNT-0375103,3.76,train,,,,,
OADMET-0006298,4.26,phase1,7.48261499,0.702414393,-9.78980446,8.692015333754433,1.0
OCNT-2313241,4.31,train,,,,,
OCNT-1308103,3.49,train,,,,,
OADMET-0002090,1.91,train,,,,,
OCNT-2314462,5.3,train,,,,,
OADMET-0001638,2.28,train,,,,,
OADMET-0001037,2.68,train,,,,,
OCNT-2312988,4.49,train,,,,,
OADMET-0006242,,phase2,7.26184082,0.759152114,-7.70227194,2.7875190356519544,1.0
OADMET-0001582,3.01,train,,,,,
OADMET-0003266,6.18,train,,,,,
OCNT-2317444,5.09,train,,,,,
OADMET-0006274,4.5600000000000005,phase1,7.80382729,0.809902787,-7.37750721,,
OCNT-2315133,4.73,train,,,,,
OADMET-0002905,4.72,train,,,,,
OADMET-0003282,5.55,train,,,,,
OCNT-2314440,3.89,train,,,,,
OCNT-2311699,5.03,train,,,,,
OADMET-0001961,3.92,train,,,,,
OCNT-2318378,5.18,train,,,,,
OADMET-0006120,4.725,phase1,7.45035315,0.635227323,-6.92116642,,
OADMET-0006388,,phase2,8.61988735,0.936884284,-7.90376186,4.021146925581671,2.0
OCNT-2318176,4.93,train,,,,,
OADMET-0002147,3.19,train,,,,,
OADMET-0005857,5.06,train,,,,,
OCNT-2312046,4.86,train,,,,,
OADMET-0003039,5.42,train,,,,,
OCNT-1871037,1.97,train,,,,,
OADMET-0003389,5.31,train,,,,,
OADMET-0005056,4.83,train,,,,,
OADMET-0004065,4.77,train,,,,,
OADMET-0006373,,phase2,7.84012604,0.52118063,-8.09250927,,
OCNT-2310460,4.9,train,,,,,
OADMET-0006529,5.375,phase1,7.28203726,0.873703897,-7.86441708,7.533030861208667,3.0
OCNT-2315749,4.9,train,,,,,
OADMET-0005921,4.6,train,,,,,
OADMET-0005029,4.73,train,,,,,
OADMET-0003508,5.23,train,,,,,
OADMET-0002286,2.55,train,,,,,
OADMET-0006258,,phase2,8.1610651,0.803103209,-7.46977091,6.622714851867302,2.0
OADMET-0004705,4.66,train,,,,,
OCNT-2311258,3.99,train,,,,,
OCNT-2316410,4.85,train,,,,,
OCNT-2313603,4.69,train,,,,,
OADMET-0004784,4.73,train,,,,,
OADMET-0006392,,phase2,7.53604364,0.675184667,-7.74981356,,
OCNT-1685190,2.97,train,,,,,
OCNT-1685212,3.96,train,,,,,
OADMET-0003740,1.86,train,,,,,
OCNT-2311557,5.3,train,,,,,
OADMET-0005777,4.72,train,,,,,
OCNT-0483494,6.09,train,,,,,
OCNT-1307923,4.83,train,,,,,
OADMET-0003994,4.3,train,,,,,
OCNT-2313368,4.9,train,,,,,
OADMET-0005656,4.89,train,,,,,
OCNT-2315767,5.79,train,,,,,
OCNT-1307860,3.52,train,,,,,
OADMET-0001671,3.66,train,,,,,
OADMET-0006484,5.51,phase1,7.76776266,0.706044316,-8.94466209,12.930314940574796,1.0
OADMET-0001507,4.61,train,,,,,
OCNT-2313087,4.73,train,,,,,
OADMET-0003383,5.38,train,,,,,
OADMET-0005497,4.9,train,,,,,
OADMET-0005976,5.0,train,,,,,
OADMET-0002119,2.73,train,,,,,
OCNT-0001228,1.66,train,,,,,
OADMET-0002670,5.18,train,,,,,
OADMET-0002154,3.47,train,,,,,
OCNT-2309030,4.68,train,,,,,
OADMET-0001514,4.53,train,,,,,
OCNT-1307750,4.21,train,,,,,
OCNT-2314249,5.66,train,,,,,
OCNT-1308047,3.5,train,,,,,
OCNT-0342696,4.88,train,,,,,
OADMET-0001425,5.15,train,,,,,
OADMET-0005451,4.3,train,,,,,
OADMET-0004862,4.54,train,,,,,
OCNT-2312382,3.47,train,,,,,
OCNT-1309266,4.5,train,,,,,
OADMET-0002046,1.92,train,,,,,
OADMET-0003770,3.79,train,,,,,
OCNT-2313645,4.89,train,,,,,
OCNT-2315281,5.38,train,,,,,
OCNT-0498127,3.9,train,,,,,
OCNT-1685163,2.6,train,,,,,
OADMET-0006156,,phase2,8.22011662,0.535838246,-8.68905067,6.255416832971742,4.0
OADMET-0005010,4.61,train,,,,,
OCNT-2312863,6.04,train,,,,,
OADMET-0004203,5.07,train,,,,,
OADMET-0005102,5.09,train,,,,,
OADMET-0001747,3.91,train,,,,,
OCNT-1307682,3.44,train,,,,,
OCNT-0312014,2.57,train,,,,,
OADMET-0001419,3.61,train,,,,,
OCNT-2315333,4.43,train,,,,,
OADMET-0003168,5.08,train,,,,,
OCNT-0497851,4.37,train,,,,,
OCNT-2309262,4.609999999999999,train,,,,,
OCNT-1871121,2.42,train,,,,,
OCNT-2314617,5.15,train,,,,,
OADMET-0003292,5.43,train,,,,,
OADMET-0002583,5.91,train,,,,,
OADMET-0006598,,phase2,7.89780378,0.523886204,-9.69743061,2.13491801811095,3.0
OCNT-2309920,4.73,train,,,,,
OADMET-0000959,2.7,train,,,,,
OADMET-0003737,5.21,train,,,,,
OCNT-0371439,2.77,train,,,,,
OCNT-2309615,4.86,train,,,,,
OCNT-2308554,5.54,train,8.01410103,0.646377504,-9.83172512,,
OADMET-0002995,3.43,train,,,,,
OADMET-0001587,5.09,train,,,,,
OADMET-0004700,5.36,train,,,,,
OCNT-0361611,2.74,train,,,,,
OADMET-0002976,4.93,train,,,,,
OCNT-2318628,4.66,train,,,,,
OADMET-0003088,6.14,train,,,,,
OADMET-0003809,4.67,train,,,,,
OADMET-0003227,5.21,train,,,,,
OADMET-0006252,4.69,phase1,8.52813053,0.792167068,-6.61997557,,
OADMET-0002765,3.1,train,,,,,
OADMET-0003456,1.79,train,,,,,
OADMET-0004570,5.04,train,,,,,
OADMET-0002852,4.86,train,,,,,
OADMET-0005798,4.82,train,,,,,
OCNT-2328446,3.33,train,,,,,
OADMET-0001584,5.28,train,,,,,
OADMET-0004785,4.37,train,,,,,
OADMET-0003094,5.02,train,,,,,
OADMET-0002268,2.5,train,,,,,
OADMET-0004767,5.32,train,,,,,
OADMET-0000984,3.92,train,,,,,
OADMET-0006552,5.41,phase1,7.86743927,0.801535487,-7.11084652,3.83396971283568,2.0
OADMET-0001393,3.04,train,,,,,
OADMET-0006593,4.46,phase1,7.62315369,0.518246949,-7.38942242,,
OADMET-0004588,4.85,train,,,,,
OADMET-0003748,2.01,train,,,,,
OCNT-2328392,4.71,train,,,,,
OADMET-0003214,5.66,train,,,,,
OCNT-2317020,5.29,train,,,,,
OADMET-0004054,4.87,train,,,,,
OADMET-0004941,5.24,train,,,,,
OADMET-0002028,3.95,train,,,,,
OCNT-2317678,4.91,train,,,,,
OCNT-2317335,4.87,train,,,,,
OCNT-2311391,5.3,train,,,,,
OADMET-0004193,4.62,train,,,,,
OCNT-2313188,6.205,train,7.80503321,0.752044559,-7.67981863,,
OCNT-2312695,4.97,train,,,,,
OADMET-0001610,5.01,train,,,,,
OCNT-2311752,5.775,train,7.61570215,0.706919193,-7.26934147,,
OADMET-0002774,5.07,train,,,,,
OADMET-0002156,2.36,train,,,,,
OCNT-1965975,2.58,train,,,,,
OADMET-0005505,4.48,train,,,,,
OADMET-0001807,4.63,train,,,,,
OADMET-0001114,2.55,train,,,,,
OADMET-0001865,2.81,train,,,,,
OADMET-0001202,2.49,train,,,,,
OADMET-0002961,5.71,train,,,,,
OCNT-2315844,4.49,train,,,,,
OADMET-0002657,5.76,train,,,,,
OCNT-2315816,5.45,train,,,,,
OADMET-0005264,4.75,train,,,,,
OADMET-0002775,5.23,train,,,,,
OCNT-2314068,5.22,train,,,,,
OADMET-0002816,5.51,train,,,,,
OCNT-2312935,4.38,train,,,,,
OADMET-0003696,3.68,train,,,,,
OADMET-0001017,4.26,train,,,,,
OCNT-2317714,4.53,train,,,,,
OCNT-2312674,5.035,train,,,,,
OCNT-2317454,5.53,train,,,,,
OCNT-2318568,5.92,train,7.67087746,0.773202598,-8.1568203,,
OADMET-0002215,2.52,train,,,,,
OCNT-0328358,3.39,train,,,,,
OCNT-1966000,4.49,train,,,,,
OCNT-2314981,5.6,train,,,,,
OCNT-0362590,4.87,train,,,,,
OADMET-0004394,4.1,train,,,,,
OADMET-0006466,,phase2,7.69789457,0.626882076,-8.93874168,,
OADMET-0006021,4.93,train,,,,,
OCNT-2310185,5.22,train,,,,,
OCNT-2313040,5.105,train,,,,,
OCNT-0002979,2.02,train,,,,,
OCNT-2312906,4.39,train,,,,,
OADMET-0003718,3.25,train,,,,,
OADMET-0004927,4.81,train,,,,,
OCNT-0000307,3.38,train,,,,,
OADMET-0006542,5.565,phase1,7.44519997,0.776365578,-9.87362957,6.436377780246184,1.0
OCNT-2314593,6.56,train,,,,,
OCNT-2328975,4.42,train,,,,,
OADMET-0001892,4.45,train,,,,,
OADMET-0005998,4.83,train,,,,,
OADMET-0002608,4.76,train,,,,,
OADMET-0006383,,phase2,7.6861825,0.786314607,-7.52547932,8.780159690455529,1.0
OADMET-0003127,5.44,train,,,,,
OCNT-1899938,3.5,train,,,,,
OADMET-0004560,5.02,train,,,,,
OCNT-2317717,2.55,train,,,,,
OCNT-1307623,2.77,train,,,,,
OADMET-0000928,1.88,train,,,,,
OADMET-0002035,4.95,train,,,,,
OADMET-0004793,4.66,train,,,,,
OCNT-2313957,4.69,train,,,,,
OCNT-2315458,4.45,train,,,,,
OCNT-2314040,5.56,train,,,,,
OADMET-0003541,2.92,train,,,,,
OADMET-0002658,5.41,train,,,,,
OADMET-0003285,1.73,train,,,,,
OADMET-0002029,4.37,train,,,,,
OADMET-0003722,3.1,train,,,,,
OCNT-2309040,4.76,train,,,,,
OCNT-2309672,5.19,train,,,,,
OCNT-0495303,3.59,train,,,,,
OADMET-0002594,4.175,train,,,,,
OCNT-2312029,4.885,train,,,,,
OCNT-0373489,2.61,train,,,,,
OCNT-2308531,6.195,train,7.72543669,0.843123734,-8.24030113,,
OADMET-0003350,5.82,train,,,,,
OCNT-2312043,2.91,train,,,,,
OADMET-0002254,2.45,train,,,,,
OCNT-2312432,5.04,train,,,,,
OADMET-0002108,2.515,train,,,,,
OCNT-2314559,5.2,train,,,,,
OADMET-0006460,1.98,phase1,6.95476961,0.859487414,-6.47253752,6.457310424544835,2.0
OADMET-0001221,2.97,train,,,,,
OCNT-2315256,5.04,train,,,,,
OCNT-2316255,4.75,train,,,,,
OADMET-0006317,,phase2,7.871984,0.750383198,-9.18472481,4.222409288899188,2.0
OCNT-2315207,1.82,train,,,,,
OADMET-0001709,4.56,train,,,,,
OADMET-0001427,4.79,train,,,,,
OADMET-0003121,5.43,train,,,,,
OCNT-2318529,5.19,train,,,,,
OADMET-0002196,3.01,train,,,,,
OCNT-2316591,4.24,train,,,,,
OCNT-2313494,4.43,train,,,,,
OADMET-0002546,5.36,train,,,,,
OCNT-2318156,5.38,train,,,,,
OCNT-2316807,4.25,train,,,,,
OCNT-0293219,3.77,train,,,,,
OCNT-0463357,5.09,train,,,,,
OCNT-2313294,5.59,train,,,,,
OCNT-0278279,4.76,train,,,,,
OADMET-0005196,5.07,train,,,,,
OCNT-1309269,4.18,train,,,,,
OADMET-0002701,5.365,train,,,,,
OADMET-0005999,4.98,train,,,,,
OADMET-0003453,5.28,train,,,,,
OADMET-0005329,4.62,train,,,,,
OCNT-2310880,4.88,train,,,,,
OCNT-1307975,2.64,train,,,,,
OADMET-0001212,4.28,train,,,,,
OADMET-0001984,3.41,train,,,,,
OCNT-0355235,3.39,train,,,,,
OADMET-0002817,5.3,train,,,,,
OCNT-1307790,4.08,train,,,,,
OADMET-0003630,5.66,train,,,,,
OCNT-2317942,4.5,train,,,,,
OADMET-0006445,5.029999999999999,phase1,7.29339361,0.783624709,-7.8410182,,
OADMET-0003103,5.22,train,,,,,
OADMET-0002987,5.61,train,,,,,
OADMET-0003055,5.63,train,,,,,
OCNT-0365736,2.53,train,,,,,
OCNT-2310259,2.69,train,,,,,
OADMET-0004779,4.93,train,,,,,
OCNT-2312639,4.24,train,,,,,
OCNT-2315170,4.53,train,,,,,
OADMET-0003124,5.99,train,,,,,
OADMET-0003265,5.15,train,,,,,
OCNT-2310566,4.7,train,,,,,
OCNT-0346271,2.88,train,,,,,
OADMET-0001613,4.08,train,,,,,
OCNT-2318184,5.880000000000001,train,8.19467354,0.667761326,-11.2655611,,
OADMET-0003145,3.29,train,,,,,
OCNT-1307569,2.37,train,,,,,
OCNT-0353721,2.5,train,,,,,
OCNT-2313340,4.15,train,,,,,
OCNT-0463763,5.6,train,,,,,
OCNT-2314185,4.99,train,,,,,
OCNT-1510543,3.93,train,,,,,
OADMET-0001385,4.75,train,,,,,
OADMET-0001400,4.99,train,,,,,
OADMET-0005257,5.46,train,,,,,
OCNT-2316199,2.65,train,,,,,
OCNT-2314335,5.75,train,,,,,
OADMET-0001246,2.77,train,,,,,
OCNT-2317913,5.0,train,,,,,
OADMET-0003524,5.92,train,,,,,
OCNT-0017372,2.49,train,,,,,
OADMET-0001580,5.26,train,,,,,
OCNT-2316693,4.95,train,,,,,
OADMET-0005908,4.87,train,,,,,
OADMET-0004890,4.66,train,,,,,
OCNT-2314827,5.975,train,,,,,
OADMET-0006448,,phase2,7.38039255,0.560872614,-9.90326691,,
OCNT-0337535,3.31,train,,,,,
OADMET-0006165,,phase2,7.52232742,0.686669052,-8.17508221,2.239737928268156,1.0
OADMET-0006531,5.955,phase1,8.08938694,0.884848237,-10.3860207,7.230713278838423,2.0
OADMET-0003166,5.77,train,,,,,
OCNT-1308077,4.26,train,,,,,
OCNT-0474484,3.16,train,,,,,
OADMET-0002105,1.86,train,,,,,
OADMET-0004911,5.16,train,,,,,
OCNT-1965922,1.81,train,,,,,
OADMET-0005274,4.26,train,,,,,
OCNT-2311079,5.06,train,,,,,
OADMET-0003181,5.64,train,,,,,
OADMET-0003233,5.58,train,,,,,
OADMET-0002595,2.69,train,,,,,
OADMET-0001950,5.66,train,,,,,
OCNT-2310962,4.26,train,,,,,
OCNT-0465611,5.19,train,,,,,
OADMET-0002909,4.78,train,,,,,
OADMET-0006440,5.165,phase1,7.6334157,0.840415478,-8.40968037,5.947387962619553,2.0
OCNT-1307743,4.11,train,,,,,
OADMET-0003349,5.41,train,,,,,
OADMET-0002881,1.76,train,,,,,
OADMET-0005195,4.26,train,,,,,
OCNT-2312456,4.74,train,,,,,
OCNT-1871062,3.11,train,,,,,
OADMET-0002136,1.83,train,,,,,
OADMET-0004851,4.86,train,,,,,
OADMET-0003422,5.53,train,,,,,
OADMET-0002259,4.01,train,,,,,
OADMET-0001543,4.2,train,,,,,
OCNT-2312551,5.45,train,,,,,
OCNT-1309138,2.97,train,,,,,
OADMET-0004904,4.86,train,,,,,
OCNT-2317321,5.87,train,,,,,
OADMET-0003773,4.85,train,,,,,
OADMET-0001520,4.55,train,,,,,
OCNT-2313383,4.8,train,,,,,
OADMET-0005953,5.52,train,,,,,
OADMET-0002194,2.54,train,,,,,
OADMET-0004727,5.01,train,,,,,
OADMET-0002317,1.92,train,,,,,
OADMET-0004871,5.27,train,,,,,
OCNT-0288908,5.05,train,,,,,
OCNT-2316209,4.14,train,,,,,
OCNT-1307829,4.2,train,,,,,
OADMET-0003017,6.205,train,,,,,
OCNT-2313111,5.38,train,,,,,
OADMET-0003077,4.32,train,,,,,
OADMET-0002170,2.19,train,,,,,
OADMET-0001248,3.28,train,,,,,
OADMET-0001686,4.5,train,,,,,
OADMET-0005343,3.98,train,,,,,
OCNT-1307577,4.04,train,,,,,
OADMET-0002979,5.59,train,,,,,
OADMET-0001662,3.14,train,,,,,
OCNT-2309477,4.3,train,,,,,
OCNT-0020887,2.09,train,,,,,
OCNT-2328406,1.98,train,,,,,
OADMET-0003523,5.38,train,,,,,
OCNT-1307966,4.67,train,,,,,
OADMET-0003358,4.86,train,,,,,
OCNT-0322533,1.61,train,,,,,
OADMET-0004180,4.85,train,,,,,
OCNT-2313718,4.68,train,,,,,
OADMET-0005672,4.92,train,,,,,
OADMET-0005514,4.7,train,,,,,
OADMET-0006397,,phase2,7.60319281,0.741502583,-8.71541309,,
OCNT-2310934,4.83,train,7.54773474,0.590597332,-9.18599033,,
OADMET-0001459,3.69,train,,,,,
OADMET-0001141,4.41,train,,,,,
OCNT-2310510,5.44,train,,,,,
OADMET-0006027,5.23,train,,,,,
OADMET-0003222,5.1,train,,,,,
OCNT-1965931,4.06,train,,,,,
OCNT-0356222,3.79,train,,,,,
OCNT-1965949,1.77,train,,,,,
OCNT-2318540,5.44,train,,,,,
OADMET-0003449,5.57,train,,,,,
OADMET-0001601,3.52,train,,,,,
OADMET-0003141,5.69,train,,,,,
OCNT-0355289,4.61,train,,,,,
OCNT-2316079,4.46,train,,,,,
OADMET-0003140,1.84,train,,,,,
OADMET-0002747,5.87,train,,,,,
OADMET-0005487,4.78,train,,,,,
OADMET-0002851,4.97,train,,,,,
OADMET-0002314,2.63,train,,,,,
OCNT-0022268,4.0,train,,,,,
OADMET-0005169,4.87,train,,,,,
OADMET-0005309,4.64,train,,,,,
OADMET-0003120,5.37,train,,,,,
OADMET-0006104,,phase2,7.76677275,0.402297169,-8.40439796,1.7163878644688673,3.0
OADMET-0002095,2.85,train,,,,,
OCNT-2314636,5.49,train,,,,,
OCNT-2309191,4.67,train,,,,,
OADMET-0002249,3.05,train,,,,,
OCNT-2313768,4.75,train,,,,,
OCNT-2311327,5.23,train,,,,,
OCNT-2311920,6.225,train,,,,,
OCNT-2316360,4.57,train,,,,,
OCNT-2310748,4.89,train,7.98877764,0.788123369,-8.99659157,,
OCNT-2311957,5.14,train,,,,,
OADMET-0005412,4.89,train,,,,,
OCNT-2316939,5.5,train,,,,,
OADMET-0003730,5.74,train,,,,,
OCNT-2311083,4.86,train,,,,,
OCNT-0309922,3.26,train,,,,,
OCNT-2311157,5.31,train,,,,,
OCNT-2314342,5.015000000000001,train,,,,,
OADMET-0006303,5.875,phase1,7.71085739,0.808734596,-9.43914318,6.75270300003537,4.0
OCNT-2328492,1.86,train,,,,,
OADMET-0003514,5.35,train,,,,,
OADMET-0004741,4.94,train,,,,,
OCNT-2317009,4.89,train,,,,,
OADMET-0001229,3.49,train,,,,,
OADMET-0005919,4.54,train,,,,,
OADMET-0006185,5.92,phase1,7.52191544,0.512155235,-6.80703735,,
OADMET-0002066,2.69,train,,,,,
OCNT-0349685,3.43,train,,,,,
OADMET-0004129,4.51,train,,,,,
OCNT-2309966,5.28,train,,,,,
OCNT-2310252,4.56,train,,,,,
OADMET-0006595,,phase2,7.82992935,0.572300792,-7.55615091,7.312445295582343,1.0
OADMET-0001681,4.09,train,,,,,
OCNT-2318070,4.61,train,,,,,
OADMET-0003736,2.69,train,,,,,
OADMET-0001139,3.79,train,,,,,
OCNT-2309887,5.36,train,,,,,
OADMET-0003081,5.59,train,,,,,
OCNT-2311016,5.13,train,,,,,
OADMET-0006044,4.93,train,,,,,
OCNT-2315271,4.67,train,,,,,
OCNT-2328720,4.46,train,,,,,
OADMET-0002907,5.51,train,,,,,
OCNT-2313310,4.58,train,,,,,
OADMET-0005478,5.06,train,,,,,
OCNT-2314971,4.95,train,,,,,
OCNT-2310333,4.87,train,,,,,
OCNT-2313563,4.15,train,,,,,
OADMET-0001998,4.87,train,,,,,
OADMET-0005984,5.35,train,,,,,
OADMET-0005689,5.05,train,,,,,
OADMET-0003487,4.94,train,,,,,
OADMET-0004715,5.04,train,,,,,
OCNT-2315551,5.27,train,,,,,
OADMET-0006391,,phase2,7.63312387,0.548436403,-8.4032793,,
OADMET-0001859,2.82,train,,,,,
OADMET-0001599,4.29,train,,,,,
OCNT-0341292,3.46,train,,,,,
OCNT-2309660,4.7,train,,,,,
OADMET-0002938,4.6,train,,,,,
